year,month,rank,song_title,artist_name
1998,10,38,KINETIC,GOLDEN GIRLS
1998,10,39,THE BOY IS MINE,BRANDY & MONICA
1998,10,40,HORSE & CARRIAGE,CAM'RON 
1998,10,41,HOW DO I LIVE,LEANN RIMES
1998,10,42,GHETTO SUPASTAR [THAT IS WHAT YOU ARE],PRAS MICHEL 
1998,10,43,GENERATION SEX,DIVINE COMEDY
1998,10,44,REAL GOOD TIME,ALDA
1998,10,45,LAST STOP:THIS TOWN,EELS
1998,10,46,MY FAVORITE MISTAKE,SHERYL CROW
1998,10,47,VIVA FOREVER,SPICE GIRLS
1998,10,48,I'VE GOT THIS FEELING,MAVERICKS
1998,10,49,CELEBRITY SKIN,HOLE
1998,10,50,ARE YOU THAT SOMEBODY?,AALIYAH
1998,10,51,STARSKY & HUTCH - THE THEME,ANDY G'S STARSKY
1998,10,52,I'LL SEE YOU AROUND,SILVER SUN
1998,10,53,THE OMD REMIXES,OMD
1998,10,54,DON'T RUSH (TAKE LOVE SLOWLY),K-CI & JOJO
1998,10,55,A PERFECT DAY ELISE,P J HARVEY
1998,10,56,COME WITH ME,PUFF DADDY 
1998,10,57,FREAK ME,ANOTHER LEVEL
1998,10,58,ALARMA,666
1998,10,59,C'EST LA VIE,B'WITCHED
1998,10,60,THE AIR THAT I BREATHE,SIMPLY RED
1998,10,61,ONLY WHEN I LOSE MYSELF,DEPECHE MODE
1998,10,62,EVERY SINGLE DAY,DODGY
1998,10,63,SUNMACHINE,DARIO G
1998,10,64,I WANT YOU BACK,CLEOPATRA
1998,10,65,BUFFALO GALS STAMPEDE,MALCOLM MCLAREN
1998,10,66,DROWNED WORLD (SUBSTITUTE FOR LOVE),MADONNA
1998,10,67,JUST THE TWO OF US,WILL SMITH
1998,10,68,SOMETIMES,TIN TIN OUT 
1998,10,69,LIFE IS A FLOWER,ACE OF BASE
1998,10,70,RAINBOWS OF COLOUR,GROOVERIDER
1998,10,71,WATER WAVE,MARK VAN DALE WITH ENRICO
1998,10,72,NEEDIN' U,DAVID MORALES PTS THE FACE
1998,10,73,LOST IN SPACE,APOLLO FOUR FORTY
1998,10,74,DEEPER UNDERGROUND,JAMIROQUAI
1998,10,75,IMMORTALITY,CELINE DION WITH THE BEE GEES
1998,10,76,PLEASE,CHRIS ISAAK
1998,10,77,TRUE STORIES,KRUST
1998,10,78,FOR AN ANGEL,PAUL VAN DYK
1998,10,79,HIGHLIGHTS,BACKYARD BABIES
1998,10,80,BE CAREFUL,SPARKLE FEATURING R KELLY
1998,10,81,3 LIONS '98,BADDIEL
1998,10,82,YOU MAKE ME FEEL LIKE DANCING,GROOVE GENERATION 
1998,10,83,MY WEAKNESS IS NONE OF YOUR BUSINESS,EMBRACE
1998,10,84,FRIENDLY PRESSURE,JHELISA
1998,10,85,TRADE EP 2,VARIOUS ARTISTS
1998,10,86,YOU'RE STILL THE ONE,SHANIA TWAIN
1998,10,87,KILL THE PAIN,UNIVERSAL
1998,10,88,STRANGE GLUE,CATATONIA
1998,10,89,THE ROCKAFELLER SKANK,FATBOY SLIM
1998,10,90,WISHING ON A STAR,RANDY CRAWFORD
1998,10,91,SUPERTHUG,NOREAGA
1998,10,92,KISS THE GIRL,PETER ANDRE
1998,10,93,BITTER MOON,MARK KING
1998,10,94,FOREVER TOGETHER,RAVEN MAIZE
1998,10,95,SOOTHE,FURRY PHREAKS 
1998,10,96,MICROWAVED,PITCHSHI
1998,10,97,PSYCHOUT,SLACKER
1998,10,98,THE WEAKER ARGUMENT DEFEATS THE STRONGER,DELGADOS
1998,10,99,THE HEART'S LONE DESIRE,MATTHEW MARSDEN
1998,10,100,NO MATTER WHAT,PARADOX 
1998,11,1,BELIEVE,CHER
1998,11,2,OUTSIDE,GEORGE MICHAEL
1998,11,3,WOULD YOU...?,TOUCH AND GO
1998,11,4,SWEETEST THING,U2
1998,11,5,GUESS I WAS A FOOL,ANOTHER LEVEL
1998,11,6,BLUE ANGELS,PRAS
1998,11,7,I JUST WANNA BE LOVED,CULTURE CLUB
1998,11,8,I DON'T WANT TO MISS A THING,AEROSMITH
1998,11,9,THANK U,ALANIS MORISSETTE
1998,11,10,GIRLFRIEND,BILLIE
1998,11,11,LITTLE BIT OF LOVIN',KELE LE ROC
1998,11,12,TESTIFY,M PEOPLE
1998,11,13,TELL ME MA,SHAM ROCK
1998,11,14,PERFECT 10,BEAUTIFUL SOUTH
1998,11,15,BODY MOVIN',BEASTIE BOYS
1998,11,16,GYM AND TONIC,SPACEDUST
1998,11,17,ROLLERCOASTER,B'WITCHED
1998,11,18,GANGSTER TRIPPIN,FATBOY SLIM
1998,11,19,WHAT'S YOUR SIGN?,DES'REE
1998,11,20,MORE THAN A WOMAN,911
1998,11,21,SEX ON THE BEACH,T-SPOON
1998,11,22,HOW DEEP IS YOUR LOVE,DRU HILL
1998,11,23,MUSIC SOUNDS BETTER WITH YOU,STARDUST
1998,11,24,SHE'S GONE,MATTHEW MARSDEN
1998,11,25,FRIEND OF MINE,KELLY PRICE
1998,11,26,TRUE COLORS,PHIL COLLINS
1998,11,27,NEGATIVE,MANSUN
1998,11,28,ALL 'BOUT THE MONEY,MEJA
1998,11,29,MY FAVOURITE GAME,CARDIGANS
1998,11,30,STAND BY ME,4 THE CAUSE
1998,11,31,NO MATTER WHAT,BOYZONE
1998,11,32,MILLENNIUM,ROBBIE WILLIAMS
1998,11,33,GAME ON,CATATONIA
1998,11,34,TO THE MOON AND BACK,SAVAGE GARDEN
1998,11,35,CRUSH,JENNIFER PAIGE
1998,11,36,TOP OF THE WORLD,BRANDY 
1998,11,37,THE FIRST NIGHT,MONICA
1998,11,38,DAYSLEEPER,REM
1998,11,39,FINALLY FOUND,HONEYZ
1998,11,40,TIME TO MOVE ON,SPARKLE
1998,11,41,SMOKE,NATALIE IMBRUGLIA
1998,11,42,SEXY CINDERELLA,LYNDEN DAVID HALL
1998,11,43,CAR WASH,ROSE ROYCE 
1998,11,44,DOO WOP (THAT THING),LAURYN HILL
1998,11,45,RELAX,DEETAH
1998,11,46,ONE FOR SORROW,STEPS
1998,11,47,CAN'T KEEP THIS FEELING IN,CLIFF RICHARD
1998,11,48,WHATCHA GONE DO?,LINK
1998,11,49,I STARTED A JOKE,FAITH NO MORE
1998,11,50,YOU AIN'T SEEN NOTHIN' YET,BUS STOP 
1998,11,51,I GOT 5 ON IT,LUNIZ
1998,11,52,I WANT YOU BACK,MELANIE B 
1998,11,53,COME BACK DARLING,UB40
1998,11,54,TALKIN ALL THAT JAZZ,STETSASONIC
1998,11,55,KICKING MY HEART AROUND,BLACK CROWES
1998,11,56,ONE, TWO
1998,11,57,I WILL WAIT,HOOTIE & THE BLOWFISH
1998,11,58,SPECIAL,GARBAGE
1998,11,59,SHIVER,S-J
1998,11,60,EVERYBODY GET UP,FIVE
1998,11,61,CRUEL SUMMER,ACE OF BASE
1998,11,62,SOMEONE LOVES YOU HONEY,LUTRICIA MCNEAL
1998,11,63,BOOTIE CALL,ALL SAINTS
1998,11,64,YOU DON'T CARE ABOUT US,PLACEBO
1998,11,65,QUESTION OF FAITH,LIGHTHOUSE FAMILY
1998,11,66,CLUB FOR LIFE '98,CHRIS & JAMES
1998,11,67,IF YOU TOLERATE THIS YOUR CHILDREN...,MANIC STREET PREACHERS
1998,11,68,WHAT CAN I DO,CORRS
1998,11,69,FEELING GOOD 98,HUFF & HERB
1998,11,70,I GIVE,TAKE 5
1998,11,71,THE MAGIC IS THERE,DANIEL O'DONNELL
1998,11,72,EVERYTHING'S GONNA BE ALRIGHT,SWEETBOX
1998,11,73,ON A DAY LIKE TODAY,BRYAN ADAMS
1998,11,74,CONCRETE SCHOOLYARD,JURASSIC 5
1998,11,75,GOT TO GET UP,AFRIKA BAMBAATAA VS CARPE DIEM
1998,11,76,THE BOY IS MINE,BRANDY & MONICA
1998,11,77,HOLIDAY,WHO'S THAT GIRL!
1998,11,78,TRUE TO YOUR HEART,98 DEGREES 
1998,11,79,JESUS SAYS,ASH
1998,11,80,20 DEGREES,JONNY L 
1998,11,81,DROWNED WORLD (SUBSTITUTE FOR LOVE),MADONNA
1998,11,82,CHA CHA CHA,FLIPMODE SQUAD
1998,11,83,TRACKS ON DA ROCKS - VOLUME 2,THOMAS BANGALTER
1998,11,84,BLACK KISS,MARC ALMOND
1998,11,85,ALL THAT I AM,JOE
1998,11,86,THE AIR THAT I BREATHE,SIMPLY RED
1998,11,87,ARE YOU THAT SOMEBODY?,AALIYAH
1998,11,88,I WANT YOU BACK,CLEOPATRA
1998,11,89,PRIDE,RACHID
1998,11,90,BEING A GIRL (PART ONE) EP,MANSUN
1998,11,91,SCREEEM! (ANTHEM 98),N-JOI VERSUS TACT
1998,11,92,DEEPER UNDERGROUND,JAMIROQUAI
1998,11,93,BECAUSE WE WANT TO,BILLIE
1998,11,94,REAL GOOD TIME,ALDA
1998,11,95,TEARDROPS,LOVESTATION
1998,11,96,STORM,STORM
1998,11,97,FOR AN ANGEL,PAUL VAN DYK
1998,11,98,ANGELS,ROBBIE WILLIAMS
1998,11,99,CRUSH,BIANCA
1998,11,100,SUNMACHINE,DARIO G
1998,12,1,BELIEVE,CHER
1998,12,2,I LOVE THE WAY YOU LOVE ME,BOYZONE
1998,12,3,MIAMI,WILL SMITH
1998,12,4,UP AND DOWN,VENGABOYS
1998,12,5,HEARTBEAT/TRAGEDY,STEPS
1998,12,6,THE POWER OF GOOD-BYE/LITTLE STAR,MADONNA
1998,12,7,WAR OF NERVES,ALL SAINTS
1998,12,8,I'M YOUR ANGEL,CELINE DION & R KELLY
1998,12,9,UNTIL THE TIME IS THROUGH,FIVE
1998,12,10,SEARCHIN' MY SOUL,VONDA SHEPARD
1998,12,11,IF YOU BUY THIS RECORD YOUR LIFE WILL BE,TAMPERER FEAT MAYA
1998,12,12,MOVE MANIA,SASH 
1998,12,13,SO YOUNG,CORRS
1998,12,14,I DON'T WANT TO MISS A THING,AEROSMITH
1998,12,15,TAKE THE LONG WAY HOME,FAITHLESS
1998,12,16,SENSUALITY,LOVESTATION
1998,12,17,FROM THIS MOMENT ON,SHANIA TWAIN
1998,12,18,DREAMING,RUFF DRIVERZ PTS ARROLA
1998,12,19,THERE GOES THE NEIGHBORHOOD,SHERYL CROW
1998,12,20,THE BAD DAYS EP,SPACE
1998,12,21,BIG PANTY WOMAN,BAREFOOT MAN
1998,12,22,WOULD YOU...?,TOUCH AND GO
1998,12,23,EACH TIME,E-17
1998,12,24,IT FEELS SO GOOD,SONIQUE
1998,12,25,THE BARTENDER AND THE THIEF,STEREOPHONICS
1998,12,26,SIT DOWN,JAMES
1998,12,27,THIS KISS,FAITH HILL
1998,12,28,BLAME IT ON THE BOOGIE,CLOCK
1998,12,29,BLUE ANGELS,PRAS
1998,12,30,I JUST WANNA BE LOVED,CULTURE CLUB
1998,12,31,WILD SURF,ASH
1998,12,32,FALLING IN LOVE AGAIN,EAGLE-EYE CHERRY
1998,12,33,MY FAVOURITE GAME,CARDIGANS
1998,12,34,TELL ME MA,SHAM ROCK
1998,12,35,OUTSIDE,GEORGE MICHAEL
1998,12,36,PERFECT 10,BEAUTIFUL SOUTH
1998,12,37,ANOTHER ONE BITES THE DUST,QUEEN
1998,12,38,SWEETEST THING,U2
1998,12,39,GIRLFRIEND,BILLIE
1998,12,40,THANK U,ALANIS MORISSETTE
1998,12,41,HAPPY HOME,2 PAC
1998,12,42,THE SILENCE,MIKE KOGLIN
1998,12,43,IF YOU COULD READ MY MIND,STARS ON 54
1998,12,44,ROLLERCOASTER,B'WITCHED
1998,12,45,MUSIC SOUNDS BETTER WITH YOU,STARDUST
1998,12,46,GUESS I WAS A FOOL,ANOTHER LEVEL
1998,12,47,PRAY,TINA COUSINS
1998,12,48,BECAUSE I GOT IT LIKE THAT,JUNGLE BROTHERS
1998,12,49,HOME ALONE,R KELLY 
1998,12,50,LITTLE BIT OF LOVIN',KELE LE ROC
1998,12,51,DAYDREAMIN',TATYANA ALI 
1998,12,52,INCREDIBLE,KEITH MURRAY 
1998,12,53,DEVIL'S TRILL/REFLECTION,VANESSA-MAE
1998,12,54,MILLENNIUM,ROBBIE WILLIAMS
1998,12,55,I CAN'T SEE,NICOLE RAY
1998,12,56,STRAIGHT FROM THE HEART,DOOLALLY
1998,12,57,SEX ON THE BEACH,T-SPOON
1998,12,58,MY ONE TRUE FRIEND,BETTE MIDLER
1998,12,59,BATTLEFLAG,LO FIDELITY ALLSTARS
1998,12,60,GANGSTER TRIPPIN,FATBOY SLIM
1998,12,61,SENSE OF DANGER,PRESENCE 
1998,12,62,THE WORD,DOPE SMUGGLAZ
1998,12,63,TESTIFY,M PEOPLE
1998,12,64,LOVE LIKE THIS,FAITH EVANS
1998,12,65,GYM AND TONIC,SPACEDUST
1998,12,66,TO THE MOON AND BACK,SAVAGE GARDEN
1998,12,67,THE DOPE SHOW,MARILYN MANSON
1998,12,68,IF WE TRY,KAREN RAMIREZ
1998,12,69,IF YOU TOLERATE THIS YOUR CHILDREN...,MANIC STREET PREACHERS
1998,12,70,MORE THAN A WOMAN,911
1998,12,71,BEST FRIEND'S GIRL,ELECTRASY
1998,12,72,ALL I NEED,AIR
1998,12,73,LA,MARC ET CLAUDE
1998,12,74,HOW DEEP IS YOUR LOVE,DRU HILL
1998,12,75,STAND BY ME,4 THE CAUSE
1998,12,76,FRIDAY NIGHT,PHAT N' PHUNKY 
1998,12,77,BOOTIE CALL,ALL SAINTS
1998,12,78,WHITE NO SUGAR,CLINT BOON EXPERIENCE!
1998,12,79,CAN'T KEEP THIS FEELING IN,CLIFF RICHARD
1998,12,80,MOTHERSHIP RECONNECTION,SCOTT GROOVES
1998,12,81,GOT'S LIKE COME ON THRU,BUDDHA MONK
1998,12,82,UNTIDY DUBS PRESENTS FUNKY GROOVE,UNTIDY DJ'S
1998,12,83,WHAT YA GOT 4 ME,SIGNUM
1998,12,84,THE CERTAINTY OF CHANCE,DIVINE COMEDY
1998,12,85,HOLD ON,EN VOGUE
1998,12,86,ROOF IS ON FIRE,WESTBAM
1998,12,87,ANGELS,ROBBIE WILLIAMS
1998,12,88,JOY IS FREE,DIVE 
1998,12,89,SKYDIVE,FREEFALL 
1998,12,90,THE BOY IS MINE,BRANDY & MONICA
1998,12,91,CLEAR SKYZ,DIE
1998,12,92,SPELLBOUND,RAE & CHRISTIAN 
1998,12,93,MYSTERIOUS TIMES,SASH! 
1998,12,94,IMMORTALITY,CELINE DION WITH THE BEE GEES
1998,12,95,1998,BINARY FINARY
1998,12,96,HIGHER/YOU'LL KNOW,TRAUMA
1998,12,97,NEEDIN' U,DAVID MORALES PTS THE FACE
1998,12,98,WHEELKINGS 1973,ONE LADY OWNER
1998,12,99,VIVA FOREVER,SPICE GIRLS
1998,12,100,HORNY,MOUSSE T VS HOT'N'JUICY
1999,1,1,CHOCOLATE SALTY BALLS (P.S. I LOVE YOU),CHEF
1999,1,2,GOODBYE,SPICE GIRLS
1999,1,3,BELIEVE,CHER
1999,1,4,HEARTBEAT/TRAGEDY,STEPS
1999,1,5,ESPECIALLY FOR YOU,DENISE AND JOHNNY
1999,1,6,TO YOU I BELONG,B'WITCHED
1999,1,7,WHEN YOU'RE GONE,BRYAN ADAMS 
1999,1,8,I LOVE THE WAY YOU LOVE ME,BOYZONE
1999,1,9,MIAMI,WILL SMITH
1999,1,10,END OF THE LINE,HONEYZ
1999,1,11,BIG BIG WORLD,EMILIA
1999,1,12,SHE WANTS YOU,BILLIE
1999,1,13,HARD KNOCK LIFE (GHETTO ANTHEM),JAY-Z
1999,1,14,UP AND DOWN,VENGABOYS
1999,1,15,CRUISE INTO CHRISTMAS,JANE MCDONALD
1999,1,16,ALWAYS HAVE, ALWAYS WILL
1999,1,17,WHEN YOU BELIEVE,MARIAH CAREY & WHITNEY HOUSTON
1999,1,18,NO REGRETS/ANTMUSIC,ROBBIE WILLIAMS
1999,1,19,I'M YOUR ANGEL,CELINE DION & R KELLY
1999,1,20,GOOD MORNING SUNSHINE,AQUA
1999,1,21,TAKE ME THERE,BLACKSTREET
1999,1,22,GIRLS NIGHT OUT,ALDA
1999,1,23,WAR OF NERVES,ALL SAINTS
1999,1,24,I DON'T WANT TO MISS A THING,AEROSMITH
1999,1,25,DANCING BABY (OOGA - CHAKA),TRUBBLE
1999,1,26,I WANT YOU '98,SAVAGE GARDEN
1999,1,27,UNTIL THE TIME IS THROUGH,FIVE
1999,1,28,NAUGHTY CHRISTMAS (GOBLIN IN THE OFFICE),FAT LES
1999,1,29,DUMB,BEAUTIFUL SOUTH
1999,1,30,THE POWER OF GOOD-BYE/LITTLE STAR,MADONNA
1999,1,31,SO YOUNG,CORRS
1999,1,32,MOVE MANIA,SASH 
1999,1,33,IF YOU BUY THIS RECORD YOUR LIFE WILL BE,TAMPERER FEAT MAYA
1999,1,34,HAVE YOU EVER?,BRANDY
1999,1,35,MERRY XMAS EVERYBODY '98 REMIX,SLADE VS. FLUSH
1999,1,36,WHITE CHRISTMAS,BING CROSBY
1999,1,37,THE GREATEST LOVE YOU'LL NEVER KNOW,LUTRICIA MCNEAL
1999,1,38,BLUE,LEANN RIMES
1999,1,39,THE EVERLASTING,MANIC STREET PREACHERS
1999,1,40,BIG PANTY WOMAN,BAREFOOT MAN
1999,1,41,SEARCHIN' MY SOUL,VONDA SHEPARD
1999,1,42,OUTSIDE,GEORGE MICHAEL
1999,1,43,WOULD YOU...?,TOUCH AND GO
1999,1,44,EACH TIME,E-17
1999,1,45,THIS KISS,FAITH HILL
1999,1,46,MILLENNIUM,ROBBIE WILLIAMS
1999,1,47,AIN'T NO STOPPING US NOW,MOBO ALLSTARS
1999,1,48,YOYO BOY,ALBERTA
1999,1,49,FROM THIS MOMENT ON,SHANIA TWAIN
1999,1,50,HOLLY HOLY,UB40
1999,1,51,MUSIC SOUNDS BETTER WITH YOU,STARDUST
1999,1,52,LOTUS,REM
1999,1,53,THE BARTENDER AND THE THIEF,STEREOPHONICS
1999,1,54,GUESS I WAS A FOOL,ANOTHER LEVEL
1999,1,55,SWEETEST THING,U2
1999,1,56,MY FAVOURITE GAME,CARDIGANS
1999,1,57,ANGELS,ROBBIE WILLIAMS
1999,1,58,ROLLERCOASTER,B'WITCHED
1999,1,59,TELL ME MA,SHAM ROCK
1999,1,60,I JUST WANNA BE LOVED,CULTURE CLUB
1999,1,61,THERE GOES THE NEIGHBORHOOD,SHERYL CROW
1999,1,62,SENSUALITY,LOVESTATION
1999,1,63,IT'S ALL YOURS,MC LYTE 
1999,1,64,TAKE THE LONG WAY HOME,FAITHLESS
1999,1,65,DREAMING,RUFF DRIVERZ PTS ARROLA
1999,1,66,PERFECT 10,BEAUTIFUL SOUTH
1999,1,67,DRAGULA,ROB ZOMBIE
1999,1,68,SIT DOWN,JAMES
1999,1,69,BLUE ANGELS,PRAS
1999,1,70,STRAIGHT FROM THE HEART,DOOLALLY
1999,1,71,GIRLFRIEND,BILLIE
1999,1,72,MORE THAN A WOMAN,911
1999,1,73,THANK U,ALANIS MORISSETTE
1999,1,74,FALLING IN LOVE AGAIN,EAGLE-EYE CHERRY
1999,1,75,LAST CHRISTMAS,ALIEN VOICES 
1999,1,76,GYM AND TONIC,SPACEDUST
1999,1,77,HOW DEEP IS YOUR LOVE,DRU HILL
1999,1,78,DAYDREAMIN',TATYANA ALI 
1999,1,79,GANGSTER TRIPPIN,FATBOY SLIM
1999,1,80,TOP OF THE WORLD,BRANDY 
1999,1,81,OOOIE, OOOIE
1999,1,82,CAN'T KEEP THIS FEELING IN,CLIFF RICHARD
1999,1,83,ONE FOR SORROW,STEPS
1999,1,84,SMOKE,NATALIE IMBRUGLIA
1999,1,85,CRUSH,JENNIFER PAIGE
1999,1,86,DAYSLEEPER,REM
1999,1,87,GHETTO SUPASTAR [THAT IS WHAT YOU ARE],PRAS MICHEL 
1999,1,88,LOVE LIKE THIS,FAITH EVANS
1999,1,89,I WANT YOU BACK,MELANIE B 
1999,1,90,DOO WOP (THAT THING),LAURYN HILL
1999,1,91,HOW DO I LIVE,LEANN RIMES
1999,1,92,THE BOY IS MINE,BRANDY & MONICA
1999,1,93,THE FIRST NIGHT,MONICA
1999,1,94,EVERYBODY GET UP,FIVE
1999,1,95,IF YOU TOLERATE THIS YOUR CHILDREN...,MANIC STREET PREACHERS
1999,1,96,STAND BY ME,4 THE CAUSE
1999,1,97,WHAT CAN I DO,CORRS
1999,1,98,HORNY,MOUSSE T VS HOT'N'JUICY
1999,1,99,CHEAP THRILLS,FRANK ZAPPA
1999,1,100,ONE, TWO
1999,2,1,YOU DON'T KNOW ME,ARMAND VAN HELDEN
1999,2,2,PRETTY FLY (FOR A WHITE GUY),OFFSPRING
1999,2,3,HEARTBEAT/TRAGEDY,STEPS
1999,2,4,THESE ARE THE TIMES,DRU HILL
1999,2,5,WHEN YOU'RE GONE,BRYAN ADAMS 
1999,2,6,TEQUILA,TERRORVISION
1999,2,7,WESTSIDE,TQ
1999,2,8,NATIONAL EXPRESS,DIVINE COMEDY
1999,2,9,WHEN I GROW UP,GARBAGE
1999,2,10,GOOD LIFE (BUENA VIDA),INNER CITY
1999,2,11,EVERY YOU EVERY ME,PLACEBO
1999,2,12,A LITTLE BIT MORE,911
1999,2,13,PRAISE YOU,FATBOY SLIM
1999,2,14,GIMME SOME MORE,BUSTA RHYMES
1999,2,15,WALK LIKE A PANTHER,ALL SEEING I 
1999,2,16,I WANT YOU FOR MYSELF,ANOTHER LEVEL
1999,2,17,MORE THAN THIS,EMMIE
1999,2,18,CHOCOLATE SALTY BALLS (P.S. I LOVE YOU),CHEF
1999,2,19,MADNESS THING,LEILANI
1999,2,20,YOU SHOULD BE...,BLOCKSTER
1999,2,21,BEAUTIFUL DAY,3 COLOURS RED
1999,2,22,CASSIUS 1999,CASSIUS
1999,2,23,BELIEVE,CHER
1999,2,24,THREE DRIVES,GREECE 2000
1999,2,25,END OF THE LINE,HONEYZ
1999,2,26,DELTA SUN BOTTLENECK STOMP,MERCURY REV
1999,2,27,GOODBYE,SPICE GIRLS
1999,2,28,TO EARTH WITH LOVE,GAY DAD
1999,2,29,BIG BIG WORLD,EMILIA
1999,2,30,BAD GIRLS/I LIKE,JULIET ROBERTS
1999,2,31,MIAMI,WILL SMITH
1999,2,32,LOVE STIMULATION,HUMATE
1999,2,33,ONE WAY,LEVELLERS
1999,2,34,GOOD RHYMES,DA CLICK
1999,2,35,GET ON THE BUS,DESTINY'S CHILD 
1999,2,36,UP AND DOWN,VENGABOYS
1999,2,37,THE AEROPLANE SONG,STRAW
1999,2,38,RESCUE ME,ULTRA
1999,2,39,I LOVE THE WAY YOU LOVE ME,BOYZONE
1999,2,40,NO REGRETS/ANTMUSIC,ROBBIE WILLIAMS
1999,2,41,TO YOU I BELONG,B'WITCHED
1999,2,42,A HEARTBEAT AWAY,MCGANNS
1999,2,43,WHEN YOU BELIEVE,MARIAH CAREY & WHITNEY HOUSTON
1999,2,44,ELECTRIC BARBARELLA,DURAN DURAN
1999,2,45,ALWAYS HAVE, ALWAYS WILL
1999,2,46,ALL THE MONEY'S GONE,BABYLON ZOO
1999,2,47,UP TO THE WILDSTYLE,PORN KINGS VS DJ SUPREME
1999,2,48,MALIBU,HOLE
1999,2,49,SHE WANTS YOU,BILLIE
1999,2,50,HIGHRISE TOWN,LANTERNS
1999,2,51,TOUCH IT,MONIFAH
1999,2,52,ESPECIALLY FOR YOU,DENISE AND JOHNNY
1999,2,53,FLAME,SEBADOH
1999,2,54,OVER YOU,JUSTIN
1999,2,55,QUANDO QUANDO QUANDO,ENGELBERT HUMPERDINCK
1999,2,56,THE LIGHT COMES FROM WITHIN,LINDA MCCARTNEY
1999,2,57,HARD KNOCK LIFE (GHETTO ANTHEM),JAY-Z
1999,2,58,I'M YOUR ANGEL,CELINE DION & R KELLY
1999,2,59,POSTCARD FROM HEAVEN,LIGHTHOUSE FAMILY
1999,2,60,I WANT YOU '98,SAVAGE GARDEN
1999,2,61,GIRLS NIGHT OUT,ALDA
1999,2,62,WAR OF NERVES,ALL SAINTS
1999,2,63,TAKE ME THERE,BLACKSTREET
1999,2,64,IF YOU BUY THIS RECORD YOUR LIFE WILL BE,TAMPERER FEAT MAYA
1999,2,65,UNTIL THE TIME IS THROUGH,FIVE
1999,2,66,MY FAVOURITE GAME,CARDIGANS
1999,2,67,BIG WHEELS,LLAMA FARMERS
1999,2,68,DA-FORCE,BEDLAM
1999,2,69,I'M A DISCO DANCER,CHRISTOPHER JUST
1999,2,70,SO YOUNG,CORRS
1999,2,71,GOOD MORNING SUNSHINE,AQUA
1999,2,72,RIGHT HERE RIGHT NOW,FIERCE
1999,2,73,THE BARTENDER AND THE THIEF,STEREOPHONICS
1999,2,74,WISH I WERE YOU,ALISHA'S ATTIC
1999,2,75,CRUISE INTO CHRISTMAS,JANE MCDONALD
1999,2,76,GOOD SHOT,HAND'S BURN
1999,2,77,DUMB,BEAUTIFUL SOUTH
1999,2,78,THEY ALL LAUGHED,FRANK SINATRA
1999,2,79,LEARNING TO FLY,MOTHERS PRIDE
1999,2,80,SEARCHIN' MY SOUL,VONDA SHEPARD
1999,2,81,OUTSIDE,GEORGE MICHAEL
1999,2,82,WHO'S THE BAD MAN?,DEE PATTEN
1999,2,83,STRAIGHT FROM THE HEART,DOOLALLY
1999,2,84,GUESS I WAS A FOOL,ANOTHER LEVEL
1999,2,85,ARTWORK,MIDGET
1999,2,86,GIRLS OF THE NIGHT EP,SURREAL MADRID
1999,2,87,WOULD YOU...?,TOUCH AND GO
1999,2,88,THE LOVERS,DESERT EAGLE DISCS
1999,2,89,WHAT'S YOUR NUMBER,IAN POOLEY
1999,2,90,ANGELS,ROBBIE WILLIAMS
1999,2,91,1999,PARADOX 
1999,2,92,EACH TIME,E-17
1999,2,93,TELL ME MA,SHAM ROCK
1999,2,94,AFTERSHOCK EP,PINK BOMB
1999,2,95,I JUST WANNA BE LOVED,CULTURE CLUB
1999,2,96,I CAN SEE YOU/YOUR BACK AGAIN,SING-SING
1999,2,97,HOW DEEP IS YOUR LOVE,DRU HILL
1999,2,98,DREAMING,RUFF DRIVERZ PTS ARROLA
1999,2,99,THE GREATEST LOVE YOU'LL NEVER KNOW,LUTRICIA MCNEAL
1999,2,100,GETTING AWAY WITH IT,EGG
1999,3,1,BABY 1 MORE TIME,BRITNEY SPEARS
1999,3,2,TENDER,BLUR
1999,3,3,IT'S NOT RIGHT BUT IT'S OKAY,WHITNEY HOUSTON
1999,3,4,JUST LOOKING,STEREOPHONICS
1999,3,5,STRONG ENOUGH,CHER
1999,3,6,RUNAWAY,CORRS
1999,3,7,ERASE/REWIND,CARDIGANS
1999,3,8,FLY AWAY,LENNY KRAVITZ
1999,3,9,LULLABY,SHAWN MULLINS
1999,3,10,WRITTEN IN THE STARS,ELTON JOHN & LEANN RIMES
1999,3,11,MARIA,BLONDIE
1999,3,12,CHANGES,2 PAC
1999,3,13,PROTECT YOUR MIND (FOR THE LOVE OF A..),DJ SAKIN & FRIENDS
1999,3,14,MYSTICAL MACHINE GUN,KULA SHAKER
1999,3,15,HEARTBEAT/TRAGEDY,STEPS
1999,3,16,EX-FACTOR,LAURYN HILL
1999,3,17,I WANT YOU BACK,NSYNC
1999,3,18,ONE WEEK,BARENAKED LADIES
1999,3,19,ANYTHING BUT DOWN,SHERYL CROW
1999,3,20,YOU DON'T KNOW ME,ARMAND VAN HELDEN
1999,3,21,PRETTY FLY (FOR A WHITE GUY),OFFSPRING
1999,3,22,WHEN YOU'RE GONE,BRYAN ADAMS 
1999,3,23,ENJOY YOURSELF,A+
1999,3,24,A TOUCH OF LOVE,CLEOPATRA
1999,3,25,FOOLS GOLD,STONE ROSES
1999,3,26,CRAZY,LUCID
1999,3,27,BOY YOU KNOCK ME OUT,TATYANA ALI 
