song_title,artist_name
TRUE COLORS,PHIL COLLINS
NEGATIVE,MANSUN
ALL 'BOUT THE MONEY,MEJA
MY FAVOURITE GAME,CARDIGANS
STAND BY ME,4 THE CAUSE
GAME ON,CATATONIA
TOP OF THE WORLD,BRANDY 
THE FIRST NIGHT,MONICA
DAYSLEEPER,REM
TIME TO MOVE ON,SPARKLE
SMOKE,NATALIE IMBRUGLIA
CAR WASH,ROSE ROYCE 
CAN'T KEEP THIS FEELING IN,CLIFF RICHARD
WHATCHA GONE DO?,LINK
I STARTED A JOKE,FAITH NO MORE
YOU AIN'T SEEN NOTHIN' YET,BUS STOP 
COME BACK DARLING,UB40
TALKIN ALL THAT JAZZ,STETSASONIC
KICKING MY HEART AROUND,BLACK CROWES
ONE, TWO
I WILL WAIT,HOOTIE & THE BLOWFISH
SPECIAL,GARBAGE
SHIVER,S-J
CRUEL SUMMER,ACE OF BASE
YOU DON'T CARE ABOUT US,PLACEBO
QUESTION OF FAITH,LIGHTHOUSE FAMILY
CLUB FOR LIFE '98,CHRIS & JAMES
FEELING GOOD 98,HUFF & HERB
I GIVE,TAKE 5
THE MAGIC IS THERE,DANIEL O'DONNELL
ON A DAY LIKE TODAY,BRYAN ADAMS
CONCRETE SCHOOLYARD,JURASSIC 5
GOT TO GET UP,AFRIKA BAMBAATAA VS CARPE DIEM
HOLIDAY,WHO'S THAT GIRL!
TRUE TO YOUR HEART,98 DEGREES 
20 DEGREES,JONNY L 
CHA CHA CHA,FLIPMODE SQUAD
TRACKS ON DA ROCKS - VOLUME 2,THOMAS BANGALTER
BLACK KISS,MARC ALMOND
ALL THAT I AM,JOE
PRIDE,RACHID
SCREEEM! (ANTHEM 98),N-JOI VERSUS TACT
CRUSH,BIANCA
I LOVE THE WAY YOU LOVE ME,BOYZONE
MIAMI,WILL SMITH
UP AND DOWN,VENGABOYS
HEARTBEAT/TRAGEDY,STEPS
THE POWER OF GOOD-BYE/LITTLE STAR,MADONNA
WAR OF NERVES,ALL SAINTS
I'M YOUR ANGEL,CELINE DION & R KELLY
UNTIL THE TIME IS THROUGH,FIVE
SEARCHIN' MY SOUL,VONDA SHEPARD
IF YOU BUY THIS RECORD YOUR LIFE WILL BE,TAMPERER FEAT MAYA
MOVE MANIA,SASH 
SO YOUNG,CORRS
TAKE THE LONG WAY HOME,FAITHLESS
SENSUALITY,LOVESTATION
FROM THIS MOMENT ON,SHANIA TWAIN
DREAMING,RUFF DRIVERZ PTS ARROLA
THERE GOES THE NEIGHBORHOOD,SHERYL CROW
THE BAD DAYS EP,SPACE
BIG PANTY WOMAN,BAREFOOT MAN
EACH TIME,E-17
IT FEELS SO GOOD,SONIQUE
THE BARTENDER AND THE THIEF,STEREOPHONICS
THIS KISS,FAITH HILL
BLAME IT ON THE BOOGIE,CLOCK
WILD SURF,ASH
FALLING IN LOVE AGAIN,EAGLE-EYE CHERRY
HAPPY HOME,2 PAC
THE SILENCE,MIKE KOGLIN
IF YOU COULD READ MY MIND,STARS ON 54
PRAY,TINA COUSINS
BECAUSE I GOT IT LIKE THAT,JUNGLE BROTHERS
HOME ALONE,R KELLY 
DAYDREAMIN',TATYANA ALI 
INCREDIBLE,KEITH MURRAY 
DEVIL'S TRILL/REFLECTION,VANESSA-MAE
I CAN'T SEE,NICOLE RAY
STRAIGHT FROM THE HEART,DOOLALLY
MY ONE TRUE FRIEND,BETTE MIDLER
BATTLEFLAG,LO FIDELITY ALLSTARS
SENSE OF DANGER,PRESENCE 
THE WORD,DOPE SMUGGLAZ
LOVE LIKE THIS,FAITH EVANS
THE DOPE SHOW,MARILYN MANSON
IF WE TRY,KAREN RAMIREZ
BEST FRIEND'S GIRL,ELECTRASY
ALL I NEED,AIR
LA,MARC ET CLAUDE
FRIDAY NIGHT,PHAT N' PHUNKY 
WHITE NO SUGAR,CLINT BOON EXPERIENCE!
MOTHERSHIP RECONNECTION,SCOTT GROOVES
GOT'S LIKE COME ON THRU,BUDDHA MONK
UNTIDY DUBS PRESENTS FUNKY GROOVE,UNTIDY DJ'S
WHAT YA GOT 4 ME,SIGNUM
THE CERTAINTY OF CHANCE,DIVINE COMEDY
ROOF IS ON FIRE,WESTBAM
JOY IS FREE,DIVE 
SKYDIVE,FREEFALL 
CLEAR SKYZ,DIE
SPELLBOUND,RAE & CHRISTIAN 
1998,BINARY FINARY
HIGHER/YOU'LL KNOW,TRAUMA
WHEELKINGS 1973,ONE LADY OWNER
CHOCOLATE SALTY BALLS (P.S. I LOVE YOU),CHEF
GOODBYE,SPICE GIRLS
ESPECIALLY FOR YOU,DENISE AND JOHNNY
TO YOU I BELONG,B'WITCHED
WHEN YOU'RE GONE,BRYAN ADAMS 
END OF THE LINE,HONEYZ
BIG BIG WORLD,EMILIA
SHE WANTS YOU,BILLIE
HARD KNOCK LIFE (GHETTO ANTHEM),JAY-Z
CRUISE INTO CHRISTMAS,JANE MCDONALD
ALWAYS HAVE, ALWAYS WILL
WHEN YOU BELIEVE,MARIAH CAREY & WHITNEY HOUSTON
NO REGRETS/ANTMUSIC,ROBBIE WILLIAMS
GOOD MORNING SUNSHINE,AQUA
TAKE ME THERE,BLACKSTREET
GIRLS NIGHT OUT,ALDA
DANCING BABY (OOGA - CHAKA),TRUBBLE
I WANT YOU '98,SAVAGE GARDEN
NAUGHTY CHRISTMAS (GOBLIN IN THE OFFICE),FAT LES
DUMB,BEAUTIFUL SOUTH
HAVE YOU EVER?,BRANDY
MERRY XMAS EVERYBODY '98 REMIX,SLADE VS. FLUSH
THE GREATEST LOVE YOU'LL NEVER KNOW,LUTRICIA MCNEAL
BLUE,LEANN RIMES
THE EVERLASTING,MANIC STREET PREACHERS
AIN'T NO STOPPING US NOW,MOBO ALLSTARS
YOYO BOY,ALBERTA
HOLLY HOLY,UB40
LOTUS,REM
IT'S ALL YOURS,MC LYTE 
DRAGULA,ROB ZOMBIE
LAST CHRISTMAS,ALIEN VOICES 
OOOIE, OOOIE
CHEAP THRILLS,FRANK ZAPPA
YOU DON'T KNOW ME,ARMAND VAN HELDEN
PRETTY FLY (FOR A WHITE GUY),OFFSPRING
THESE ARE THE TIMES,DRU HILL
TEQUILA,TERRORVISION
WESTSIDE,TQ
NATIONAL EXPRESS,DIVINE COMEDY
WHEN I GROW UP,GARBAGE
GOOD LIFE (BUENA VIDA),INNER CITY
EVERY YOU EVERY ME,PLACEBO
A LITTLE BIT MORE,911
PRAISE YOU,FATBOY SLIM
GIMME SOME MORE,BUSTA RHYMES
WALK LIKE A PANTHER,ALL SEEING I 
I WANT YOU FOR MYSELF,ANOTHER LEVEL
MORE THAN THIS,EMMIE
MADNESS THING,LEILANI
YOU SHOULD BE...,BLOCKSTER
BEAUTIFUL DAY,3 COLOURS RED
CASSIUS 1999,CASSIUS
THREE DRIVES,GREECE 2000
DELTA SUN BOTTLENECK STOMP,MERCURY REV
TO EARTH WITH LOVE,GAY DAD
BAD GIRLS/I LIKE,JULIET ROBERTS
LOVE STIMULATION,HUMATE
ONE WAY,LEVELLERS
GOOD RHYMES,DA CLICK
GET ON THE BUS,DESTINY'S CHILD 
THE AEROPLANE SONG,STRAW
RESCUE ME,ULTRA
A HEARTBEAT AWAY,MCGANNS
ELECTRIC BARBARELLA,DURAN DURAN
ALL THE MONEY'S GONE,BABYLON ZOO
UP TO THE WILDSTYLE,PORN KINGS VS DJ SUPREME
MALIBU,HOLE
HIGHRISE TOWN,LANTERNS
TOUCH IT,MONIFAH
FLAME,SEBADOH
OVER YOU,JUSTIN
QUANDO QUANDO QUANDO,ENGELBERT HUMPERDINCK
THE LIGHT COMES FROM WITHIN,LINDA MCCARTNEY
POSTCARD FROM HEAVEN,LIGHTHOUSE FAMILY
BIG WHEELS,LLAMA FARMERS
DA-FORCE,BEDLAM
I'M A DISCO DANCER,CHRISTOPHER JUST
RIGHT HERE RIGHT NOW,FIERCE
WISH I WERE YOU,ALISHA'S ATTIC
GOOD SHOT,HAND'S BURN
THEY ALL LAUGHED,FRANK SINATRA
LEARNING TO FLY,MOTHERS PRIDE
WHO'S THE BAD MAN?,DEE PATTEN
ARTWORK,MIDGET
GIRLS OF THE NIGHT EP,SURREAL MADRID
THE LOVERS,DESERT EAGLE DISCS
WHAT'S YOUR NUMBER,IAN POOLEY
1999,PARADOX 
AFTERSHOCK EP,PINK BOMB
I CAN SEE YOU/YOUR BACK AGAIN,SING-SING
GETTING AWAY WITH IT,EGG
BABY 1 MORE TIME,BRITNEY SPEARS
TENDER,BLUR
IT'S NOT RIGHT BUT IT'S OKAY,WHITNEY HOUSTON
JUST LOOKING,STEREOPHONICS
STRONG ENOUGH,CHER
ERASE/REWIND,CARDIGANS
FLY AWAY,LENNY KRAVITZ
LULLABY,SHAWN MULLINS
WRITTEN IN THE STARS,ELTON JOHN & LEANN RIMES
MARIA,BLONDIE
CHANGES,2 PAC
PROTECT YOUR MIND (FOR THE LOVE OF A..),DJ SAKIN & FRIENDS
MYSTICAL MACHINE GUN,KULA SHAKER
EX-FACTOR,LAURYN HILL
I WANT YOU BACK,NSYNC
ONE WEEK,BARENAKED LADIES
ANYTHING BUT DOWN,SHERYL CROW
ENJOY YOURSELF,A+
A TOUCH OF LOVE,CLEOPATRA
CRAZY,LUCID
BOY YOU KNOCK ME OUT,TATYANA ALI 
BE THERE,UNKLE 
YOU GOT ME,ROOTS 
CAN'T GET ENOUGH,SOULSEARCHER
PRECIOUS TIME,VAN MORRISON
24 HOURS FROM YOU,NEXT OF KIN
SUNBURN,MICHELLE COLLINS
BACK TOGETHER,BABYBIRD
CRAZY,MOFFATTS
(YOU GOT ME) BURNING UP,CEVIN FISHER
WHISKEY IN THE JAR,METALLICA
SPACE LORD,MONSTER MAGNET
TONITE,SUPERCAR
HAZEL,LOOP DA LOOP
WHAT IT'S LIKE,EVERLAST
CAN'T SMILE WITHOUT YOU,JAMES BULLER
THE ONLY RHYME THAT BITES 99,MC TUNES VS 808 STATE
AS GOOD AS IT GETS,GENE
BLANKET,URBAN SPECIES 
LEAVING ON A JET PLANE,CHANTAL KREVIAZUK
RUSH,KLESHAY
ALL I ASK,RAE & CHRISTIAN 
GIVEN UP,MIRRORBALL
DREAMING,M PEOPLE
WHAT U DO,COLOURS 
SECRET WISH,BOCCACCIO LIFE
BALLAD OF RAY SUZUKI,LOOPER
BODY,FUNKY GREEN DOGS
NIGHTBREED,HELLFIRE CLUB
ACTION AND DRAMA,BIS
RELAX,ROBBIE RIVERA PTS INVASION
IT'S A PARTY,BOUNTY KILLER
THE LIVING DREAM,SUNDANCE
SEE LINE WOMAN '99,SONGSTRESS
KNOCK ON WOOD,MARY GRIFFIN
FLAT BEAT,MR. OIZO
WITCH DOCTOR,CARTOONS
HONEY TO THE BEE,BILLIE
YOU GET WHAT YOU GIVE,NEW RADICALS
WHEN THE GOING GETS TOUGH,BOYZONE
NO SCRUBS,TLC
WE LIKE TO PARTY! (THE VENGABUS),VENGABOYS
BLAME IT ON THE WEATHERMAN,B'WITCHED
BETTER BEST FORGOTTEN,STEPS
STRONG,ROBBIE WILLIAMS
OUT OF THE BLUE,SYSTEM F
COLOUR THE WORLD,SASH!
WINDOWLICKER,APHEX TWIN
MY LOVE,KELE LE ROC
MUSIC TO WATCH THE GIRLS GO BY,ANDY WILLIAMS
AS,GEORGE MICHAEL & MARY J.BLIGE
YOU STOLE THE SUN FROM MY HEART,MANIC STREET PREACHERS
KILLIN' TIME,TINA COUSINS
PUSH UPSTAIRS,UNDERWORLD
WISH I COULD FLY,ROXETTE
DAY IN DAY OUT,FEEDER
WRITING TO REACH YOU,TRAVIS
HOW LONG'S A TEAR TAKE TO DRY?,BEAUTIFUL SOUTH
JUMP JIVE AN' WAIL,BRIAN SETZER ORCHESTRA
NOTHING REALLY MATTERS,MADONNA
AT MY MOST BEAUTIFUL,REM
SWEET LIES,ELLIE CAMPBELL
THE GREATEST HIGH,HURRICANE 1
SEE THE STAR,DELIRIOUS?
STYLE,ORBITAL
LET'S GET DOWN,SPACEDUST
EVERYDAY GIRL,DJ RAP
WON'T YOU STAY,CHRISTIAN FRY
RUST,ECHO & THE BUNNYMEN
B LINE,LAMB
YOU BETTER,MOUNT RUSHMORE PTS KNACK
BETCHA CAN'T WAIT,E-17
NEVER HAD IT SO GOOD,TAKE 5
MOVIN' THRU YOUR SYSTEM,JARK PRONGO
THE WAY DREAMS ARE,DANIEL O'DONNELL
BABYLON,BLACK DOG 
DO YOU FEEL ME? (..FREAK YOU),MEN OF VIZION
WHAT'S SO DIFFERENT?,GINUWINE
SING IT BACK,MOLOKO
EVERYBODY GET UP,CAPRICCIO
I SURRENDER,DAVID SYLVIAN
SLIDE,GOO GOO DOLLS
HEAVY HIGH,LIZ HORSMAN
CHILDREN,TILT
MO' POP,DOT ALLISON
SHAKESPEARE IN LOVE,LAYA KAYLIF
I'M NOT READY,KEITH SWEAT
MAKE IT REAL,RADIATOR
METAL FINGERS IN MY BODY,ADD N TO (X)
BET YA MAN CAN'T (TRIZ),FAT JOE
GOTTA HAVE HOPE,BLACKOUT
TOUCH SENSITIVE,FALL
SAY YOU LOVE ME,JOHNSON
WORLD 99,PULP VICTIM
CLUB LONELY,SAM ELLIS
SWEAR IT AGAIN,WESTLIFE
RIGHT HERE RIGHT NOW,FATBOY SLIM
PERFECT MOMENT,MARTINE MCCUTCHEON
IN OUR LIFETIME,TEXAS
RED ALERT,BASEMENT JAXX
WHAT'S IT GONNA BE?!,BUSTA RHYMES 
BYE BYE BABY,TQ
TURN AROUND,PHATS & SMALL
MY NAME IS,EMINEM
THANK ABBA FOR THE MUSIC,VARIOUS ARTISTS
BRING MY FAMILY BACK,FAITHLESS
LOVE OF A LIFETIME,HONEYZ
FLOWERZ,ARMAND VAN HELDEN
TABOO,GLAMMA KID 
ELECTRICITY,SUEDE
DEAD FROM THE WAIST DOWN,CATATONIA
ALL NIGHT LONG,FAITH EVANS 
GIRLFRIEND/BOYFRIEND,BLACKSTREET WITH JANET
LA MUSICA,RUFF DRIVERZ PTS ARROLA
WALK THIS LAND,E-Z ROLLERS
GEORGY PORGY,ERIC BENET 
CHECK IT OUT (EVERYBODY),B.M.R 
THE TRAIN IS COMING,UB40
BADDER BADDER SCHWING,FREDDY FRESH
PROMISES,CRANBERRIES
IS NOTHING SACRED,MEAT LOAF 
EL PARAISO RICO,DEETAH
MADE IT BACK 99,BEVERLEY KNIGHT
I'VE GOT SOMETHING TO SAY,REEF
VIVID,ELECTRONIC
I STILL BELIEVE,MARIAH CAREY
EVERYTIME IT RAINS,ACE OF BASE
GOOD SIGN,EMILIA
BABY BRITAIN,ELLIOTT SMITH
TUESDAY AFTERNOON,JENNIFER BROWN
REAL LIFE,BON JOVI
LOVE ON LOVE,CANDI STATON
ARMY,BEN FOLDS FIVE
NEVER THERE,CAKE
TOLEDO,ELVIS COSTELLO
FILL HER UP,GENE
BULGARIAN,TRAVEL
THE MORE I SEE YOU,BARBARA WINDSOR & MIKE REID
ENDLESS WAVE,KAMAYA PAINTERS
BOUNCE, ROCK
I'M LONELY,HOLLIS P. MONROE
FAR ABOVE THE CLOUDS,MIKE OLDFIELD
INSTANT STREET,DEUS
PARADISE,RALPH FRIDGE
YOU,DYNAMO ELECTRIX
BROTHERS & SISTERS,COLDPLAY
9PM (TILL I COME) (GERMAN IMPORT),ATB
MOVING TO CALIFORNIA,STRAW
LOVE & FATE - PART II,LOVE & FATE
SWEET LIKE CHOCOLATE,SHANKS & BIGFOOT
THAT DON'T IMPRESS ME MUCH,SHANIA TWAIN
CANNED HEAT,JAMIROQUAI
KISS ME,SIXPENCE NONE THE RICHER
SALTWATER,CHICANE 
YOU NEEDED ME,BOYZONE
SAY IT AGAIN,PRECIOUS
I WANT IT THAT WAY,BACKSTREET BOYS
LOOK AT ME,GERI HALLIWELL
PUMPING ON YOUR STEREO,SUPERGRASS
DISCO DOWN,SHED SEVEN
NOMANSLAND (DAVID'S SONG),DJ SAKIN & FRIENDS
I QUIT,HEPBURN
LIFT IT HIGH (ALL ABOUT BELIEF),1999 MANCHESTER UNITED SQUAD
EVERY MORNING,SUGAR RAY
YOU LOOK SO FINE,GARBAGE
JUMBO,UNDERWORLD
JOY!,GAY DAD
HATE ME NOW,NAS 
PICK A PART THAT'S NEW,STEREOPHONICS
CLOUD NUMBER 9,BRYAN ADAMS
DRIFTWOOD,TRAVIS
HAPPINESS HAPPENING,LOST WITNESS
WHY DON'T YOU GET A JOB?,OFFSPRING
NOW THAT YOU'VE GONE,MIKE & THE MECHANICS
WHAT YOU NEED,POWERHOUSE 
PRIVATE NUMBER,911
(NOT THE) GREATEST RAPPER,1000 CLOWNS
BIG LOVE,PETE HELLER
DAYZ LIKE THAT,FIERCE
SECRETLY,SKUNK ANANSIE
HOLD ON,JOSE NUNEZ 
SOMEONE SHOULD TELL HER,MAVERICKS
SWEETY,REEF
REMOTE CONTROL/3 MCS & 1DJ,BEASTIE BOYS
ANYTHING YOU WANT (I'VE GOT IT),ULTIMATE KAOS
IF EVER,3RD STOREE
OLD FOLKS,A
ON MY WAY,MIKE KOGLIN 
NORTHERN LITES,SUPER FURRY ANIMALS
WE'RE GOING OUT,YOUNGER YOUNGER 28'S
WE ARE DA CLICK,DA CLICK
THIS IS MY TIME,3 COLOURS RED
SHOWER YOUR LOVE,KULA SHAKER
CARTE BLANCHE,VERACOCHA
FEELING FOR YOU,CASSIUS
HURT ME SO BAD,LULU
HEAR YOU CALLING,AURORA
BEAT MAMA,CAST
BE THERE,TALL PAUL
RED DRAGON TATTOO,FOUNTAINS OF WAYNE
TWO AND A HALF DAYS IN LOVE WITH YOU,SIX BY SEVEN
SEA EP,DOVES
THE FINAL,PHIL FULDNER
RAISE,JONNY L
SKIN,CHARLOTTE
GET DOWN ON IT(PUT YOUR ARMS IN THE AIR),SUPERMOTORFUNK
ASTRONAUT,FUNGUS
I'M TELLIN YOU,CHUBBY CHUNKS 
LEAN ON ME (WITH THE FAMILY),2-4 FAMILY
TIDY GIRLS EP,RACHEL AUBURN
DID YOU HEAR ME?,RED LIGHT DISTRICT
9PM (TILL I COME),ATB
MY LOVE IS YOUR LOVE,WHITNEY HOUSTON
BOOM,BOOM
IF YOU HAD MY LOVE,JENNIFER LOPEZ
BRING IT ALL BACK,S CLUB 7
BE THE FIRST TO BELIEVE,A1
SOMETIMES,BRITNEY SPEARS
BEAUTIFUL STRANGER,MADONNA
I BREATHE AGAIN,ADAM RICKITT
EVERYBODY'S FREE (TO WEAR SUNSCREEN),BAZ LUHRMANN
SHE'S IN FASHION,SUEDE
TEARIN' UP MY HEART,NSYNC
LOUIE LOUIE,THREE AMIGOS
HEY BOY HEY GIRL,CHEMICAL BROTHERS
DOODAH!,CARTOONS
TAKE ME TO YOUR HEAVEN,CHARLOTTE NILSSON
FROM THE HEART,ANOTHER LEVEL
MY OWN WORST ENEMY,LIT
THERE'S YOUR TROUBLE,DIXIE CHICKS
DEAR MAMA,2 PAC
ALL OR NOTHING,CHER
808,BLAQUE IVORY
INSANE IN THE BRAIN,JASON NEVINS VS CYPRESS HILL
ALMOST DOESN'T COUNT,BRANDY
SCAR TISSUE,RED HOT CHILI PEPPERS
IT AIN'T GONNA BE ME,CJ BOLLAND
CREAM,BLANK & JONES
ROCK IS DEAD,MARILYN MANSON
LADYFINGERS,LUSCIOUS JACKSON
EVERYTIME,TATYANA ALI
ENDS,EVERLAST
GET IT UP,RM PROJECT
DO SOMETHING,MACY GRAY
DIMENSION,SALT TANK
IT'S ALL GOOD,DA MOB 
JUST ROUND,A VERY GOOD FRIEND OF MINE
LET IT RIDE,TODD TERRY
NEVER KNEW LOVE,NIGHTCRAWLERS
SISTER DEW,DEUS
COME,MARTHA WASH
THE RUBETTES,AUTEURS
UNTIL YOU LOVED ME,MOFFATTS
DOWN SO LONG,JEWEL
21ST CENTURY GIRLS,21ST CENTURY GIRLS
RACE FOR THE PRIZE,FLAMING LIPS
IBIZA IN MY SOUL,RHYTHM MASTERS
THE HYMN FOR THE CIGARETTES,HEFNER
THE JOURNEY,DONNATELLA
DON'T STOP (IMPORT),ATB
ABOUT 3AM,DARK STAR
COMEDY,SHACK
METAFORCE,ART OF NOISE
AGHARTA - THE CITY OF SHAMBALLA,AFRIKA BAMBAATAA & WEST BAM
EASY PATH,SEAFOOD
SAMSARA,DAVE HOLMES
FINER,NIGHTMARES ON WAX
BURN,KULAY
NOT EVERYTHING,PRIMA 
WHEN YOU SAY NOTHING AT ALL,RONAN KEATING
LIVIN' LA VIDA LOCA,RICKY MARTIN
BETTER OFF ALONE,ALICE DEEJAY
IF YA GETTIN' DOWN,FIVE
LOVE'S GOT A HOLD ON MY HEART,STEPS
WILD WILD WEST,WILL SMITH
GROOVE MACHINE,MARVIN AND TAMARA
SYNTH & STRINGS,YOMANDA
BILLS,BILLS
DOUBLE DOUBLE DUTCH,DOPE SMUGGLAZ
AT THE RIVER,GROOVE ARMADA
LOVESTRUCK,MADNESS
WHERE MY GIRLS AT?,702
THE MIRACLE,CLIFF RICHARD
SECRET SMILE,SEMISONIC
YOUR KISSES ARE CHARITY,CULTURE CLUB
FEELING IT TOO,3 JAYS
WITHOUT LOVE,DINA CARROLL
MAGIC HOUR,CAST
SHE,ELVIS COSTELLO
VIVA LA RADIO,LOLLY
DID YOU EVER THINK,R KELLY
LATELY,SKUNK ANANSIE
ALL STAR,SMASH MOUTH
GOURYELLA,GOURYELLA
TO BE IN LOVE,MAW PTS INDIA
I DON'T KNOW WHAT YOU WANT BUT I CAN'T..,PET SHOP BOYS
I KNOW WHAT I'M HERE FOR,JAMES
Sep-99,EARTH WIND & FIRE
NO PIGEONS,SPORTY THIEVZ
GREATEST DAY,BEVERLEY KNIGHT
COFFEE + TV,BLUR
HANGING AROUND,CARDIGANS
MADAGASCAR,ART OF TRANCE
THE ANIMAL SONG,SAVAGE GARDEN
LET THE PEOPLE KNOW,TOPLOADER
EVERYTHING IS EVERYTHING,LAURYN HILL
WORD UP,MELANIE G
SOMETIMES,LES RHYTHMES DIGITALES
TSUNAMI,MANIC STREET PREACHERS
I DO,JAMELIA
LONDINIUM,CATATONIA
SO PURE,ALANIS MORISSETTE
MUSIC SAVED MY LIFE,CEVIN FISHER
STRONGER,GARY BARLOW
UNO MAS,DANIEL O'DONNELL
MAMBO NO.5,LOU BEGA
REMEMBER (TO THE MILLENIUM),MORRIGHAN
LONELY,MISHKA
TREAT HER LIKE A LADY,CELINE DION
COMING ON STRONG,SIGNUM 
IT'S OVER NOW,DEBORAH COX
SMOKESCREEN,RICO
TINSELTOWN TO THE BOOGIEDOWN,SCRITTI POLITTI
GET READY,WOODY VAN EYDEN 
PERFECT MOMENT,ROCHELLE
WHAT WOULD YOU LIKE TO HEAR AGAIN?,DYEWITNESS
SCIENCE FICTION FREAK,DAWN OF THE REPLICANTS
MAMBO NO.5 (A LITTLE BIT OF...),LOU BEGA
(MUCHO MAMBO) SWAY,SHA
MI CHICO LATINO,GERI HALLIWELL
IF I LET YOU GO,WESTLIFE
SUMMERTIME,ANOTHER LEVEL 
UNPRETTY,TLC
I WOULDN'T BELIEVE YOUR RADIO,STEREOPHONICS
MAMMA MIA,A TEENS
PROFIT IN PEACE,OCEAN COLOUR SCENE
SUMMER SON,TEXAS
AISY WAISY,CARTOONS
STOP THE ROCK,APOLLO FOUR FORTY
1999,BINARY FINARY
GUILTY CONSCIENCE,EMINEM 
AYLA,AYLA
BEST FRIEND,MARK MORRISON & CONNOR REEVES
OH YEAH,CAPRICE
WHY DOES IT ALWAYS RAIN ON ME?,TRAVIS
RENDEZ-VU,BASEMENT JAXX
BUGS,HEPBURN
FEEL GOOD,PHATS & SMALL
AROUND THE WORLD,RED HOT CHILI PEPPERS
P.E. 2000,PUFF DADDY 
LET FOREVER BE,CHEMICAL BROTHERS
THAT'S WHAT LOVE CAN DO,TOUTES LES FILLES
ONCE AROUND THE BLOCK,BADLY DRAWN BOY
KING OF SNAKE,UNDERWORLD
SO LONG,FIERCE
THE POP SINGER'S FEAR OF THE POLLEN...,DIVINE COMEDY
BLUE (DA BA DEE),EIFFEL 65
GODDESS ON A HIWAY,MERCURY REV
CAN WE START AGAIN?,TINDERSTICKS
ANGEL OF MINE,MONICA
YESTERDAY WENT TOO SOON,FEEDER
HAPPY DAYS,PJ
ALL THAT I CAN SAY,MARY J BLIGE
FIRE IN MY HEART,SUPER FURRY ANIMALS
BACK HERE,BBMAK
NOT OVER YET 99,PLANET PERFECTO 
MAKES ME LOVE YOU,ECLIPSE
SOMEDAY,CHARLOTTE
HALLE BOPP,DER DRITTE RAUM
2 TIMES,ANN LEE
VIP,GUS GUS
FADE,AMBASSADOR
HEAVEN SENT,JOHN DIGWEED & NICK MUIR
ALPHA 5,JOHN OO FLEMING
LIT UP,BUCKCHERRY
HEAVY,JON SPENCER BLUES EXPLOSION
WHEN YOU SAY NOTHING AT ALL,DEJA VU 
BAILAMOS,ENRIQUE IGLESIAS
JOYRIDER,COLOUR GIRL
DR LOVE,SMOKIN BEATS
BRING IT ON,GOMEZ
ALWAYS FIND A WAY,NINE YARDS
S CLUB PARTY,S CLUB 7
MAN! I FEEL LIKE A WOMAN!,SHANIA TWAIN
YOU DRIVE ME CRAZY,BRITNEY SPEARS
SUN IS SHINING,BOB MARLEY
WE'RE GOING TO IBIZA!,VENGABOYS
THE LAUNCH,DJ JEAN
GET GET DOWN,PAUL JOHNSON
MICKEY,LOLLY
BURNING DOWN THE HOUSE,TOM JONES & THE CARDIGANS
HIGHER THAN HEAVEN,KELLE BRYAN
FRIENDS FOREVER,THUNDERBUGS
THURSDAY'S CHILD,DAVID BOWIE
UNDER THE WATER,BROTHER BROWN 
TOCA ME,FRAGMA
BRAND NEW DAY,STING
I'VE GOT YOU,MARTINE MCCUTCHEON
LITTLE DISCOURAGE,IDLEWILD
MOVING,SUPERGRASS
SUMMER GIRLS,LYTE FUNKIE ONES
AFRIKA SHOX,LE
CANTO DELLA TERRA,ANDREA BOCELLI
ALL N MY GRILL,MISSY ELLIOTT 
THERE SHE GOES,SIXPENCE NONE THE RICHER
DESTINATION SUNSHINE,BALEARIC BILL
WAITING FOR THE SUN,RUFF DRIVERZ
WHAT'S MY AGE AGAIN?,BLINK 182
SUPERSONIC,JAMIROQUAI
TELL ME IT'S REAL,K-CI & JOJO
THE KIDS AREN'T ALRIGHT,OFFSPRING
SUMMERTIME OF OUR LIVES,A1
BABY DID A BAD BAD THING,CHRIS ISAAK
SPANISH DANCE TROUPE,GORKY'S ZYGOTIC MYNCI
FIVE FATHOMS,EVERYTHING BUT THE GIRL
1999,BINARY FINARY
GENIE IN A BOTTLE,CHRISTINA AGUILERA
TWENTY WILD HORSES,STATUS QUO
RED SUN RISING,LOST WITNESS
WHAT IS LIFE,SHAWN MULLINS
CENTRAL RESERVATION,BETH ORTON
THERE SHE GOES,LA'S
EVERY DAY,AGNELLI & NELSON
SUNSHINE & HAPPINESS,DARRYL PANDY
1ST MAN IN SPACE,ALL SEEING I
SOMEDAY WE'LL KNOW,NEW RADICALS
SWEET LADY,TYRESE
PLEASURE LOVE,DE FUNK 
PARTY STARTED RIGHT,FIREWALL
COPA,HELL
U SURE DO '99,STRIKE
BOOMIN' BACK ATCHA,FREQ NASTY 
ZIP-LOCK,LIT
IF I COULD TURN BACK THE HANDS OF TIME,R KELLY
DO YOU WANNA GO OUR WAY???,PUBLIC ENEMY
SUNDISSENTIAL EP,NICK RAFFERTY
SUNDISSENTIAL EP,LISA LASHES
GIVE IT TO YOU (IMPORT),JORDAN KNIGHT
KEEP ON MOVIN',FIVE
FLYING WITHOUT WINGS,WESTLIFE
HEARTBREAKER,MARIAH CAREY
I TRY,MACY GRAY
NOT OVER YOU YET,DIANA ROSS
LARGER THAN LIFE,BACKSTREET BOYS
