year,month,rank,artist,song,romance_score
1999,10,3,shaniatwain,manifeellikeawoman,0
1999,10,5,britneyspears,youdrivemecrazy,4
1999,10,6,bobmarley,sunisshining,3
1999,10,7,vengaboys,weregoingtoibiza,4
1999,10,13,enriqueiglesias,bailamos,8
1999,10,16,davidbowie,thursdayschild,3
1999,10,19,fragma,tocame,0
1999,10,20,sting,brandnewday,5
1999,10,21,tlc,unpretty,6
1999,10,22,martinemccutcheon,ivegotyou,5
1999,10,23,gerihalliwell,michicolatino,7
1999,10,25,westlife,ifiletyougo,3
1999,10,26,moloko,singitback,5
1999,10,27,supergrass,moving,0
1999,10,28,rickymartin,livinlavidaloca,3
1999,10,30,ronankeating,whenyousaynothingatall,3
1999,10,32,andreabocelli,cantodellaterra,0
1999,10,35,sixpencenonethericher,thereshegoes,0
1999,10,38,blink182,whatsmyageagain,0
1999,10,39,jamiroquai,supersonic,3
1999,10,40,kcijojo,tellmeitsreal,3
1999,10,41,offspring,thekidsarentalright,0
1999,10,42,a1,summertimeofourlives,6
1999,10,43,texas,summerson,0
1999,10,44,chrisisaak,babydidabadbadthing,5
1999,10,45,shaniatwain,thatdontimpressmemuch,13
1999,10,46,willsmith,wildwildwest,3
1999,10,48,everythingbutthegirl,fivefathoms,6
1999,10,50,christinaaguilera,genieinabottle,5
1999,10,53,statusquo,twentywildhorses,0
1999,10,56,britneyspears,sometimes,5
1999,10,58,stereophonics,iwouldntbelieveyourradio,0
1999,10,59,atb,9pmtillicome,0
1999,10,60,eminem,guiltyconscience,0
1999,10,61,travis,whydoesitalwaysrainonme,8
1999,10,62,shawnmullins,whatislife,0
1999,10,63,bethorton,centralreservation,3
1999,10,64,steps,lovesgotaholdonmyheart,3
1999,10,70,ateens,mammamia,6
1999,10,71,basementjaxx,rendezvu,0
1999,10,72,madonna,beautifulstranger,5
1999,10,76,newradicals,somedaywellknow,11
1999,10,77,tyrese,sweetlady,5
1999,10,80,james,iknowwhatimherefor,6
1999,10,84,savagegarden,theanimalsong,3
1999,10,87,a1,bethefirsttobelieve,5
1999,10,91,lit,ziplock,0
1999,10,92,cardigans,hangingaround,3
1999,10,93,rkelly,ificouldturnbackthehandsoftime,8
1999,10,94,publicenemy,doyouwannagoourway,0
1999,10,96,cliffrichard,themiracle,6
1999,10,97,beverleyknight,greatestday,3
1999,10,98,smashmouth,allstar,11
1999,11,2,rkelly,ificouldturnbackthehandsoftime,8
1999,11,3,christinaaguilera,genieinabottle,5
1999,11,4,westlife,flyingwithoutwings,5
1999,11,5,mariahcarey,heartbreaker,3
1999,11,7,macygray,itry,0
1999,11,9,dianaross,notoveryouyet,0
1999,11,10,backstreetboys,largerthanlife,0
1999,11,11,atb,dontstop,0
1999,11,12,basementjaxx,jumpnshout,5
1999,11,13,bwitched,jesseholdon,3
1999,11,14,destinyschild,bugaboo,0
1999,11,16,steps,afterthelovehasgone,0
1999,11,17,philcollins,youllbeinmyheart,13
1999,11,18,shaniatwain,manifeellikeawoman,0
1999,11,19,tinaturner,whentheheartacheisover,0
1999,11,20,britneyspears,youdrivemecrazy,4
1999,11,21,cher,dovelamore,5
1999,11,24,jordanknight,giveittoyou,0
1999,11,25,semisonic,closingtime,0
1999,11,27,sclub7,sclubparty,3
1999,11,31,simplyred,aintthatalotoflove,3
1999,11,33,eternal,whatchagonnado,0
1999,11,34,vengaboys,weregoingtoibiza,4
1999,11,36,gabrielle,sunshine,0
1999,11,37,bobmarley,sunisshining,3
1999,11,40,foofighters,learntofly,0
1999,11,41,eurythmics,isavedtheworldtoday,3
1999,11,44,madness,johnnythehorse,5
1999,11,46,barbrastreisand,ifyoueverleaveme,7
1999,11,49,moby,whydoesmyheartfeelsobad,0
1999,11,50,911,wonderland,3
1999,11,51,talbachman,shessohigh,0
1999,11,53,dixiechicks,readytorun,0
1999,11,56,gerihalliwell,michicolatino,7
1999,11,57,martinemccutcheon,ivegotyou,5
1999,11,62,chemicalbrothers,outofcontrol,0
1999,11,64,enriqueiglesias,bailamos,8
1999,11,67,rickymartin,livinlavidaloca,3
1999,11,71,ronankeating,whenyousaynothingatall,3
1999,11,73,tlc,unpretty,6
1999,11,75,shirleybassey,worldinunion,3
1999,11,80,a1,summertimeofourlives,6
1999,11,84,fragma,tocame,0
1999,11,85,texas,summerson,0
1999,11,89,donnasummer,iwillgowithyoucontepartiro,8
1999,11,90,petshopboys,newyorkcityboy,0
1999,11,91,ateens,mammamia,6
1999,11,92,countingcrows,hanginaround,4
1999,11,93,atb,9pmtillicome,0
1999,11,94,ericclapton,blueeyesblue,8
1999,11,99,willsmith,wildwildwest,3
1999,12,1,cliffrichard,themillenniumprayer,0
1999,12,3,boyzone,everydayiloveyou,3
1999,12,4,melaniec,northernstar,3
1999,12,8,rkelly,ificouldturnbackthehandsoftime,8
1999,12,9,macygray,itry,0
1999,12,12,willsmith,will2k,9
1999,12,14,gerihalliwell,liftmeup,0
1999,12,17,jenniferlopez,waitingfortonight,8
1999,12,18,westlife,flyingwithoutwings,5
1999,12,19,christinaaguilera,genieinabottle,5
1999,12,20,texas,whenwearetogether,0
1999,12,22,garbage,theworldisnotenough,0
1999,12,24,travis,turn,5
1999,12,28,groovearmada,iseeyoubaby,0
1999,12,29,mariahcarey,heartbreaker,3
1999,12,31,beverleyknight,sistasista,0
1999,12,32,shaniatwain,manifeellikeawoman,0
1999,12,34,savagegarden,iknewilovedyou,3
1999,12,35,mrvegas,headshigh,0
1999,12,36,supergrass,mary,0
1999,12,37,rickymartin,shakeyourbonbon,0
1999,12,39,backstreetboys,largerthanlife,0
1999,12,40,puffdaddy,bestfriend,8
1999,12,41,offspring,shesgotissues,3
1999,12,42,blur,nodistancelefttorun,0
1999,12,43,muse,musclemuseum,0
1999,12,44,britneyspears,youdrivemecrazy,4
1999,12,45,sclub7,sclubparty,3
1999,12,46,bush,thechemicalsbetweenus,0
1999,12,47,villagepeople,ymca,9
1999,12,48,atb,dontstop,0
1999,12,49,stereophonics,hurryupandwait,8
1999,12,52,702,youdontknow,0
1999,12,53,steps,afterthelovehasgone,0
1999,12,54,bwitched,jesseholdon,3
1999,12,55,tinaturner,whentheheartacheisover,0
1999,12,57,philcollins,youllbeinmyheart,13
1999,12,60,basementjaxx,jumpnshout,5
1999,12,64,dianaross,notoveryouyet,0
1999,12,65,destinyschild,bugaboo,0
1999,12,66,gomez,wehaventturnedaround,0
1999,12,67,beck,sexxlaws,0
1999,12,69,jordanknight,giveittoyou,0
1999,12,71,simplyred,aintthatalotoflove,3
1999,12,72,davidgray,pleaseforgiveme,3
1999,12,73,vengaboys,weregoingtoibiza,4
1999,12,74,madisonavenue,dontcallmebaby,7
1999,12,75,semisonic,closingtime,0
1999,12,76,ronankeating,whenyousaynothingatall,3
1999,12,80,gerihalliwell,michicolatino,7
1999,12,82,martinemccutcheon,ivegotyou,5
1999,12,83,coalchamber,shockthemonkey,3
1999,12,85,cher,dovelamore,5
1999,12,86,texas,summerson,0
1999,12,87,911,wonderland,3
1999,12,94,chemicalbrothers,outofcontrol,0
1999,12,97,petshopboys,newyorkcityboy,0
1999,12,98,typeonegative,everythingdies,0
1999,12,99,rickymartin,livinlavidaloca,3
2000,1,2,cliffrichard,themillenniumprayer,0
2000,1,3,johnlennon,imagine,0
2000,1,9,vengaboys,kisswhenthesundontshine,6
2000,1,12,rkelly,ificouldturnbackthehandsoftime,8
2000,1,13,macygray,itry,0
2000,1,14,boyzone,everydayiloveyou,3
2000,1,21,willsmith,will2k,9
2000,1,23,bwitched,ishallbethere,8
2000,1,24,melaniec,northernstar,3
2000,1,25,celinedion,thatsthewayitis,0
2000,1,31,charlottechurch,justwavehello,8
2000,1,33,whitneyhouston,ilearnedfromthebest,3
2000,1,34,bobmarley,turnyourlightsdownlow,0
2000,1,35,atomickitten,rightnow,3
2000,1,38,christinaaguilera,genieinabottle,5
2000,1,39,gerihalliwell,liftmeup,0
2000,1,41,jenniferlopez,waitingfortonight,8
2000,1,42,tlc,dearlie,0
2000,1,43,corrs,radio,6
2000,1,45,westlife,flyingwithoutwings,5
2000,1,46,shaniatwain,manifeellikeawoman,0
2000,1,49,prince,1999,0
2000,1,50,travis,turn,5
2000,1,51,texas,whenwearetogether,0
2000,1,53,mariahcarey,heartbreaker,3
2000,1,56,backstreetboys,largerthanlife,0
2000,1,57,jamiroquai,kingforaday,8
2000,1,58,james,weregoingtomissyou,3
2000,1,61,savagegarden,iknewilovedyou,3
2000,1,62,rickymartin,shakeyourbonbon,0
2000,1,63,garbage,theworldisnotenough,0
2000,1,64,ateens,supertrouper,11
2000,1,65,leannrimes,crazy,6
2000,1,66,ronankeating,whenyousaynothingatall,3
2000,1,68,charlatans,mybeautifulfriend,3
2000,1,70,steps,afterthelovehasgone,0
2000,1,71,robbiewilliams,angels,0
2000,1,74,atb,dontstop,0
2000,1,75,stereophonics,hurryupandwait,8
2000,1,76,robbiewilliams,millennium,5
2000,1,77,bwitched,jesseholdon,3
2000,1,79,vengaboys,weregoingtoibiza,4
2000,1,80,destinyschild,bugaboo,0
2000,1,81,gabrielle,sunshine,0
2000,1,83,simplyred,aintthatalotoflove,3
2000,1,85,bobmarley,sunisshining,3
2000,1,86,dianaross,notoveryouyet,0
2000,1,87,shaniatwain,thatdontimpressmemuch,13
2000,1,88,cher,dovelamore,5
2000,1,90,semisonic,closingtime,0
2000,1,91,jordanknight,giveittoyou,0
2000,1,94,madisonavenue,dontcallmebaby,7
2000,1,96,chemicalbrothers,heyboyheygirl,0
2000,1,97,basementjaxx,jumpnshout,5
2000,1,98,moloko,singitback,5
2000,2,1,gabrielle,rise,0
2000,2,2,britneyspears,borntomakeyouhappy,6
2000,2,3,rem,thegreatbeyond,9
2000,2,16,notoriousbig,notoriousbig,0
2000,2,20,manicstreetpreachers,themassesagainsttheclasses,5
2000,2,21,sting,desertrose,7
2000,2,26,vengaboys,kisswhenthesundontshine,6
2000,2,27,eurythmics,17again,5
2000,2,28,davidbowie,survive,5
2000,2,33,rkelly,ificouldturnbackthehandsoftime,8
2000,2,34,pointbreak,standtough,3
2000,2,38,macygray,itry,0
2000,2,45,celinedion,thatsthewayitis,0
2000,2,47,missymisdemeanorelliott,hotboyz,0
2000,2,48,ericbenet,whyyoufollowme,10
2000,2,49,boyzone,everydayiloveyou,3
2000,2,50,tlc,dearlie,0
2000,2,52,johnlennon,imagine,0
2000,2,54,whitneyhouston,ilearnedfromthebest,3
2000,2,57,cliffrichard,themillenniumprayer,0
2000,2,60,gerihalliwell,liftmeup,0
2000,2,61,christinaaguilera,genieinabottle,5
2000,2,62,live,thedolphinscry,3
2000,2,65,atomickitten,rightnow,3
2000,2,67,melaniec,northernstar,3
2000,2,73,bwitched,ishallbethere,8
2000,2,74,corrs,radio,6
2000,2,77,jenniferlopez,waitingfortonight,8
2000,2,78,shaniatwain,manifeellikeawoman,0
2000,2,80,madisonavenue,dontcallmebaby,7
2000,2,81,christinaaguilera,whatagirlwants,9
2000,2,83,charlottechurch,justwavehello,8
2000,2,87,mariahcarey,heartbreaker,3
2000,2,91,ateens,supertrouper,11
2000,2,92,gabrielle,sunshine,0
2000,2,94,ronankeating,whenyousaynothingatall,3
2000,2,96,westlife,flyingwithoutwings,5
2000,2,97,backstreetboys,showmethemeaningofbeinglonely,7
2000,2,100,fragma,tocame,0
2000,3,1,allsaints,pureshores,3
2000,3,3,backstreetboys,showmethemeaningofbeinglonely,7
2000,3,4,kelis,caughtoutthere,3
2000,3,5,jamelia,money,3
2000,3,6,a1,likearose,10
2000,3,7,gabrielle,rise,0
2000,3,8,christinaaguilera,whatagirlwants,9
2000,3,9,eiffel65,moveyourbody,0
2000,3,10,aqua,cartoonheroes,8
2000,3,14,shaniatwain,dontbestupidyouknowiloveyou,0
2000,3,15,britneyspears,borntomakeyouhappy,6
2000,3,16,sash,adelante,0
2000,3,17,oasis,goletitout,0
2000,3,19,toploader,dancinginthemoonlight,6
2000,3,22,muse,sunburn,3
2000,3,23,smashingpumpkins,standinsideyourlove,3
2000,3,24,rem,thegreatbeyond,9
2000,3,30,eels,mresbeautifulblues,3
2000,3,31,jayz,anything,3
2000,3,41,vengaboys,kisswhenthesundontshine,6
2000,3,45,sisqo,gottogetit,0
2000,3,51,sting,desertrose,7
2000,3,54,air,playgroundlove,0
2000,3,60,cliffrichard,themillenniumprayer,0
2000,3,61,gerihalliwell,liftmeup,0
2000,3,62,rkelly,ificouldturnbackthehandsoftime,8
2000,3,63,johnlennon,imagine,0
2000,3,65,fionaapple,fastasyoucan,3
2000,3,69,macygray,itry,0
2000,3,72,everythingbutthegirl,temperamental,0
2000,3,73,puffdaddy,satisfyyou,15
2000,3,75,notoriousbig,notoriousbig,0
2000,3,78,bwitched,ishallbethere,8
2000,3,80,christinaaguilera,genieinabottle,5
2000,3,84,pointbreak,standtough,3
2000,3,85,ateens,supertrouper,11
2000,3,86,manicstreetpreachers,themassesagainsttheclasses,5
2000,3,89,vengaboys,shalalalala,8
2000,3,90,charlottechurch,justwavehello,8
2000,3,92,corrs,radio,6
2000,3,94,texas,whenwearetogether,0
2000,3,95,willsmith,will2k,9
2000,3,97,shaniatwain,manifeellikeawoman,0
2000,4,1,melaniec,neverbethesameagain,5
2000,4,2,moloko,thetimeisnow,10
2000,4,3,santana,smooth,3
2000,4,4,gerihalliwell,bagitup,3
2000,4,6,blink182,allthesmallthings,3
2000,4,7,drdre,stilldre,3
2000,4,8,madonna,americanpie,8
2000,4,9,allsaints,pureshores,3
2000,4,13,lenemarlin,sittingdownhere,3
2000,4,14,savagegarden,crashandburn,3
2000,4,15,jenniferlopez,feelinsogood,5
2000,4,16,m2m,dontsayyouloveme,0
2000,4,17,vengaboys,shalalalala,8
2000,4,20,nsync,byebyebye,0
2000,4,22,puffdaddy,satisfyyou,15
2000,4,23,moby,naturalblues,3
2000,4,24,primalscream,killallhippies,0
2000,4,25,gabrielle,rise,0
2000,4,26,willsmith,freakinit,5
2000,4,27,jamelia,money,3
2000,4,28,backstreetboys,showmethemeaningofbeinglonely,7
2000,4,29,embrace,yourenotalone,0
2000,4,30,macygray,still,0
2000,4,31,kelis,caughtoutthere,3
2000,4,33,doves,thecedarroom,0
2000,4,34,christinaaguilera,whatagirlwants,9
2000,4,36,eiffel65,moveyourbody,0
2000,4,38,lulu,wherethepoorboysdance,0
2000,4,39,semisonic,singinginmysleep,5
2000,4,42,aqua,cartoonheroes,8
2000,4,43,toploader,dancinginthemoonlight,6
2000,4,44,shaniatwain,dontbestupidyouknowiloveyou,0
2000,4,45,nodoubt,exgirlfriend,3
2000,4,46,britneyspears,borntomakeyouhappy,6
2000,4,47,a1,likearose,10
2000,4,51,sash,adelante,0
2000,4,54,oasis,goletitout,0
2000,4,56,rem,thegreatbeyond,9
2000,4,62,filter,takeapicture,0
2000,4,69,vengaboys,kisswhenthesundontshine,6
2000,4,70,manicstreetpreachers,themassesagainsttheclasses,5
2000,4,74,coldplay,shiver,3
2000,4,78,pointbreak,standtough,3
2000,4,79,kittie,brackish,0
2000,4,81,eurythmics,17again,5
2000,4,83,boyzone,everydayiloveyou,3
2000,4,84,johnlennon,imagine,0
2000,4,85,notoriousbig,notoriousbig,0
2000,4,86,tinaturner,whateveryouneed,8
2000,4,90,celinedion,thatsthewayitis,0
2000,5,3,craigdavid,fillmein,5
2000,5,4,bloodhoundgang,thebadtouch,3
2000,5,5,sisqo,thongsong,0
2000,5,6,mandymoore,candy,5
2000,5,8,tonibraxton,hewasntmanenough,0
2000,5,14,melaniec,neverbethesameagain,5
2000,5,15,rickymartin,privateemotion,3
2000,5,17,oasis,whofeelslove,0
2000,5,18,steps,deepershadeofblue,6
2000,5,20,jessicasimpson,iwannaloveyouforever,7
2000,5,21,sash,justaroundthehill,0
2000,5,22,destinyschild,saymyname,3
2000,5,25,tq,daily,0
2000,5,26,gerihalliwell,bagitup,3
2000,5,28,westlife,foolagain,3
2000,5,29,maryjblige,givemeyou,13
2000,5,30,santana,smooth,3
2000,5,32,eagleeyecherry,areyoustillhavingfun,3
2000,5,33,blink182,allthesmallthings,3
2000,5,34,pointbreak,freakytime,3
2000,5,36,lonestar,amazed,7
2000,5,37,hanson,ifonly,5
2000,5,38,moloko,thetimeisnow,10
2000,5,40,allsaints,pureshores,3
2000,5,41,drdre,stilldre,3
2000,5,42,lenemarlin,sittingdownhere,3
2000,5,44,madonna,americanpie,8
2000,5,46,atomickitten,seeya,6
2000,5,50,vengaboys,shalalalala,8
2000,5,52,oasis,goletitout,0
2000,5,54,gabrielle,rise,0
2000,5,56,bwitched,jumpdown,0
2000,5,57,savagegarden,crashandburn,3
2000,5,58,christinaaguilera,whatagirlwants,9
2000,5,61,m2m,dontsayyouloveme,0
2000,5,62,sting,aftertherainhasfallen,7
2000,5,63,rkelly,onlythelootcanmakemehappy,10
2000,5,65,willsmith,freakinit,5
2000,5,67,kelis,caughtoutthere,3
2000,5,68,celinedion,thefirsttimeeverisawyourface,7
2000,5,69,macygray,still,0
2000,5,70,a1,likearose,10
2000,5,73,jenniferlopez,feelinsogood,5
2000,5,80,eiffel65,moveyourbody,0
2000,5,82,britneyspears,borntomakeyouhappy,6
2000,5,83,shaniatwain,dontbestupidyouknowiloveyou,0
2000,5,91,rem,thegreatbeyond,9
2000,5,96,sash,adelante,0
2000,6,1,sonique,itfeelssogood,0
2000,6,2,sclub7,reach,8
2000,6,3,bonjovi,itsmylife,3
2000,6,5,madisonavenue,dontcallmebaby,7
2000,6,6,britneyspears,oopsididitagain,0
2000,6,9,bloodhoundgang,thebadtouch,3
2000,6,10,sia,takenforgranted,5
2000,6,15,bellesebastian,legalman,3
2000,6,16,sisqo,thongsong,0
2000,6,20,craigdavid,fillmein,5
2000,6,21,tonibraxton,hewasntmanenough,0
2000,6,22,toploader,achillesheel,5
2000,6,23,paulvandyk,tellmewhytheriddle,3
2000,6,25,korn,makemebad,0
2000,6,26,lonestar,amazed,7
2000,6,29,rickymartin,privateemotion,3
2000,6,30,ironmaiden,thewickerman,0
2000,6,33,aha,summermovedon,3
2000,6,36,charlatans,impossible,5
2000,6,38,melaniec,neverbethesameagain,5
2000,6,41,destinyschild,saymyname,3
2000,6,42,mandymoore,candy,5
2000,6,43,donelljones,shortygothereyesonme,3
2000,6,48,steps,deepershadeofblue,6
2000,6,50,sash,justaroundthehill,0
2000,6,51,bush,lettingthecablessleep,3
2000,6,53,oasis,whofeelslove,0
2000,6,56,jessicasimpson,iwannaloveyouforever,7
2000,6,60,westlife,foolagain,3
2000,6,62,bwitched,jumpdown,0
2000,6,64,backstreetboys,showmethemeaningofbeinglonely,7
2000,6,66,santana,smooth,3
2000,6,67,gloriagaynor,lastnight,5
2000,6,71,gerihalliwell,bagitup,3
2000,6,74,allsaints,pureshores,3
2000,6,75,moloko,thetimeisnow,10
2000,6,78,madonna,americanpie,8
2000,6,81,celinedion,thefirsttimeeverisawyourface,7
2000,6,83,jenniferlopez,feelinsogood,5
2000,6,88,gabrielle,rise,0
2000,6,92,nsync,byebyebye,0
2000,6,94,britneyspears,borntomakeyouhappy,6
2000,6,100,kelis,caughtoutthere,3
2000,7,1,kylieminogue,spinningaround,0
2000,7,4,sonique,itfeelssogood,0
2000,7,5,davidgray,babylon,4
2000,7,6,frankiegoestohollywood,thepoweroflove,0
2000,7,9,sclub7,reach,8
2000,7,10,marymary,shacklespraiseyou,3
2000,7,13,moby,porcelain,0
2000,7,14,gabrielle,whenawoman,5
2000,7,15,backstreetboys,theone,5
2000,7,16,drdre,forgotaboutdre,3
2000,7,17,bonjovi,itsmylife,3
2000,7,18,pink,thereyougo,0
2000,7,20,britneyspears,oopsididitagain,0
2000,7,21,jamelia,callme,0
2000,7,22,lonestar,amazed,7
2000,7,23,madisonavenue,dontcallmebaby,7
2000,7,24,andreabocelli,cantodellaterra,0
2000,7,25,whitneyhouston,ifitoldyouthat,5
2000,7,28,bloodhoundgang,thebadtouch,3
2000,7,30,kelis,goodstuff,5
2000,7,33,envogue,riddle,5
2000,7,37,sisqo,thongsong,0
2000,7,40,jayz,bigpimpin,3
2000,7,43,muse,unintended,0
2000,7,47,craigdavid,fillmein,5
2000,7,48,tonibraxton,hewasntmanenough,0
2000,7,53,mandymoore,candy,5
2000,7,55,gerihalliwell,bagitup,3
2000,7,56,aqua,aroundtheworld,0
2000,7,58,sia,takenforgranted,5
2000,7,65,bobmarley,jammin,5
2000,7,66,westlife,foolagain,3
2000,7,70,oasis,whofeelslove,0
2000,7,74,atomickitten,seeya,6
2000,7,75,melaniec,neverbethesameagain,5
2000,7,76,embrace,saveme,3
2000,7,79,hanson,ifonly,5
2000,7,87,mosdef,umisays,8
2000,7,89,eagleeyecherry,areyoustillhavingfun,3
2000,7,92,allsaints,pureshores,3
2000,7,94,blink182,allthesmallthings,3
2000,7,95,willsmith,freakinit,5
2000,7,96,madonna,americanpie,8
2000,7,97,eels,flyswatter,3
2000,7,98,lenemarlin,sittingdownhere,3
2000,8,1,craigdavid,7days,5
2000,8,4,ronankeating,lifeisarollercoaster,0
2000,8,5,eminem,therealslimshady,0
2000,8,6,santana,mariamaria,0
2000,8,7,destinyschild,jumpinjumpin,3
2000,8,9,corrs,breathless,6
2000,8,12,aaliyah,tryagain,0
2000,8,13,samanthamumba,gottatellyou,3
2000,8,14,pointbreak,you,3
2000,8,18,savagegarden,affirmation,0
2000,8,21,moloko,purepleasureseeker,5
2000,8,22,kylieminogue,spinningaround,0
2000,8,23,sclub7,reach,8
2000,8,24,davidgray,babylon,4
2000,8,25,coldplay,yellow,5
2000,8,26,sonique,itfeelssogood,0
2000,8,29,nsync,illneverstop,5
2000,8,30,oasis,sundaymorningcall,5
2000,8,31,marymary,shacklespraiseyou,3
2000,8,33,vengaboys,unclejohnfromjamaica,0
2000,8,34,morcheeba,romewasntbuiltinaday,0
2000,8,35,christinaaguilera,iturntoyou,13
2000,8,36,oldirtybastard,gotyourmoney,3
2000,8,37,lonestar,amazed,7
2000,8,38,macygray,whydidntyoucallme,0
2000,8,39,placebo,tasteinmen,0
2000,8,42,atomickitten,iwantyourlove,0
2000,8,44,jessicasimpson,ithinkiminlovewithyou,5
2000,8,45,bonjovi,itsmylife,3
2000,8,49,britneyspears,oopsididitagain,0
2000,8,51,lessthanjake,allmybestfriendsaremetalheads,0
2000,8,54,whitneyhouston,ifitoldyouthat,5
2000,8,57,davidbowie,seven,0
2000,8,59,blink182,whatsmyageagain,0
2000,8,68,backstreetboys,theone,5
2000,8,69,frankiegoestohollywood,thepoweroflove,0
2000,8,70,madisonavenue,dontcallmebaby,7
2000,8,72,gabrielle,whenawoman,5
2000,8,74,pink,thereyougo,0
2000,8,75,drdre,forgotaboutdre,3
2000,8,79,aqua,aroundtheworld,0
2000,8,80,craigdavid,fillmein,5
2000,8,89,mandymoore,candy,5
2000,8,93,rickymartin,privateemotion,3
2000,8,96,willsmith,freakinit,5
2000,8,97,tonibraxton,hewasntmanenough,0
2000,9,1,madonna,music,0
2000,9,4,robbiewilliams,rockdj,0
2000,9,5,melaniec,iturntoyou,3
2000,9,6,britneyspears,lucky,5
2000,9,8,craigdavid,7days,5
2000,9,10,janetjackson,doesntreallymatter,5
2000,9,11,eminem,therealslimshady,0
2000,9,14,ronankeating,lifeisarollercoaster,0
2000,9,15,bloodhoundgang,theballadofchaseylain,3
2000,9,20,toploader,justholdon,0
2000,9,21,santana,mariamaria,0
2000,9,23,destinyschild,jumpinjumpin,3
2000,9,24,underworld,cowgirl,0
2000,9,26,ruffendz,nomore,0
2000,9,27,corrs,breathless,6
2000,9,31,savagegarden,affirmation,0
2000,9,32,samanthamumba,gottatellyou,3
2000,9,33,bobsinclar,ifeelforyou,5
2000,9,35,lilkim,nomatterwhattheysay,3
2000,9,36,sonique,itfeelssogood,0
2000,9,37,sclub7,reach,8
2000,9,38,aaliyah,tryagain,0
2000,9,39,coldplay,yellow,5
2000,9,42,davidgray,babylon,4
2000,9,43,redhotchilipeppers,californication,3
2000,9,44,paulweller,sweetpeamysweetpea,7
2000,9,46,mandymoore,iwannabewithyou,11
2000,9,51,whitneyhouston,ifitoldyouthat,5
2000,9,54,kylieminogue,spinningaround,0
2000,9,62,queensofthestoneage,thelostartofkeepingasecret,3
2000,9,64,lonestar,amazed,7
2000,9,65,pointbreak,you,3
2000,9,66,verticalhorizon,everythingyouwant,0
2000,9,68,moloko,purepleasureseeker,5
2000,9,69,reef,settherecordstraight,0
2000,9,74,placebo,tasteinmen,0
2000,9,77,macygray,whydidntyoucallme,0
2000,9,79,bonjovi,itsmylife,3
2000,9,80,backstreetboys,theone,5
2000,9,81,jamelia,callme,0
2000,9,88,blink182,whatsmyageagain,0
2000,9,90,frankiegoestohollywood,thepoweroflove,0
2000,9,94,drdre,forgotaboutdre,3
2000,9,95,gabrielle,whenawoman,5
2000,10,4,melanieb,tellme,3
2000,10,5,modjo,ladyhearmetonight,5
2000,10,6,anastacia,imouttalove,3
2000,10,7,pink,mostgirls,0
2000,10,9,sugababes,overload,5
2000,10,10,sonique,sky,0
2000,10,11,sisqo,unleashthedragon,0
2000,10,13,madonna,music,0
2000,10,14,sclub7,natural,3
2000,10,16,vanessaamorosi,absolutelyeverybody,6
2000,10,18,kylieminogue,onanightlikethis,5
2000,10,19,placebo,slavetothewage,3
2000,10,21,wyclefjean,itdoesntmatter,3
2000,10,22,beautifulsouth,closerthanmost,13
2000,10,23,robbiewilliams,rockdj,0
2000,10,27,a1,takeonme,0
2000,10,31,greenday,minority,0
2000,10,32,kcijojo,tellmeitsreal,3
2000,10,33,sash,withmyowneyes,5
2000,10,35,britneyspears,lucky,5
2000,10,36,melaniec,iturntoyou,3
2000,10,41,nsync,itsgonnabeme,0
2000,10,44,craigdavid,7days,5
2000,10,45,lenemarlin,unforgivablesinner,0
2000,10,46,ronankeating,lifeisarollercoaster,0
2000,10,47,next,wifey,5
2000,10,48,foofighters,breakout,0
2000,10,53,janetjackson,doesntreallymatter,5
2000,10,54,eminem,therealslimshady,0
2000,10,55,lonestar,smile,3
2000,10,60,bonjovi,sayitisntso,3
2000,10,67,destinyschild,jumpinjumpin,3
2000,10,69,nodoubt,simplekindoflife,3
2000,10,72,corrs,breathless,6
2000,10,75,bloodhoundgang,theballadofchaseylain,3
2000,10,78,chrisrea,allsummerlong,5
2000,10,83,ninedays,absolutelystoryofagirl,3
2000,10,88,reef,settherecordstraight,0
2000,10,91,radiohead,streetspiritfadeout,6
2000,10,92,jessicasimpson,ithinkiminlovewithyou,5
2000,10,96,lonestar,amazed,7
2000,10,97,moloko,purepleasureseeker,5
2000,10,99,pointbreak,you,3
2000,11,2,martinemccutcheon,imoveryou,3
2000,11,3,rickymartin,shebangs,0
2000,11,4,bahamen,wholetthedogsout,0
2000,11,5,steps,stomp,0
2000,11,6,robbiewilliams,kids,0
2000,11,8,samanthamumba,bodyiibody,0
2000,11,9,allsaints,blackcoffee,3
2000,11,10,coldplay,trouble,0
2000,11,12,anastacia,imouttalove,3
2000,11,13,gabrielle,shouldistay,6
2000,11,16,whitneyhouston,couldihavethiskissforever,7
2000,11,18,eminem,thewayiam,3
2000,11,19,modjo,ladyhearmetonight,5
2000,11,20,ironmaiden,outofthesilentplanet,0
2000,11,21,rkelly,iwish,0
2000,11,24,fatboyslim,sunsetbirdofprey,0
2000,11,25,pink,mostgirls,0
2000,11,26,madisonavenue,whothehellareyou,5
2000,11,27,davidgray,pleaseforgiveme,3
2000,11,28,madonna,music,0
2000,11,30,jillscott,gettinintheway,3
2000,11,31,lionelrichie,angel,5
2000,11,34,moby,whydoesmyheartfeelsobad,0
2000,11,35,sugababes,overload,5
2000,11,36,sonique,sky,0
2000,11,37,sclub7,natural,3
2000,11,38,blur,musicismyradar,0
2000,11,42,atomickitten,followme,9
2000,11,43,vanessaamorosi,absolutelyeverybody,6
